Medallion,Number_of_Rides,Total
9BD05932D8AFDD452B61362FEEA9A4A0,18152,249997.0
E49E9EB7805C122C2B518A455922841A,17604,249995.0
42CEF08C6F268E7C151625C839D8DCB7,17035,249982.0
BBC31EB1C60B35DC8DCA5EF4FDA851C9,16972,249980.0
F6249DB7CDEA5E0C532D25BC597FBC91,18992,249965.0
ACD1F61BE48546C3B0A9E1864857D059,17685,249965.0
5C4AF8B1814695EB3B030C19C0C21673,18242,249945.0
BDFD66ABE176B1096CF7DC8B2BFE9F8C,18183,249944.0
A597ED2DAB174C6E1E22378298662404,15173,249913.0
A9D0A5354422ABB3FEC39B5F6C128F94,16998,249891.0
5D80E9532646508F4AAC2455980EA18D,17576,249879.0
3CE8288B0D5EDCF26258CF18B2A542AD,17666,249876.0
54A0206BB6609ED155E11C79FD5C155D,18047,249871.0
8AC3E40F5DB8E07C2D0B2C010B9A07D3,17855,249858.0
65C3F6E886B55C45FECF8A913C6B49FD,16773,249852.0
83E13D8459E1FB1E6D90EE4D87F841F8,18154,249842.0
ADA3629402BBD4633C28221F9D241444,15421,249822.0
893BE41F3DFC5B27878B9870F9386E45,18990,249819.0
F1DD0967F022F50CB7B91C3C0CB1ED4A,18776,249813.0
72481E5CAC40B72474735B4E976E7289,18238,249807.0
15B082F2048FDDE1E36D8D89CE805DDF,17371,249785.0
97D48A3A5B8EF2EB1BDA6833E889C178,17576,249780.0
1655F985988A4C40B20D613EF2B6B5C5,17700,249768.0
5562E98BA4BD4057E5626F1C64AF72B3,18706,249752.0
667667069247E305D215FF2A555183D9,17023,249741.0
DE147C2E840115BC5D1FC031CFFA49CC,15898,249734.0
6B7BD58F0CFF19BF4CBB15436AA9DB0C,17816,249730.0
C82199A53E6340B5E102C9A116000E33,18217,249721.0
F051BFCF7C2F3D875B396377FF865E7C,15028,249714.0
E86B8B9898F9744F9394DC7526DBB0F7,17570,249705.0
28F0038406C72B06FAD7593617C681B1,17737,249699.0
989CCA4181187B1C9FBD7AA3CC0DF6B1,15457,249695.0
2DC523D53B6EAA76892F7D9FB2FDD9A9,18301,249679.0
B635858BC02977DF23E94516977FDA5F,17677,249658.0
36257F4B2E52DABB064161F91B05A74C,17937,249656.0
836BF1EEB8CBF66B2A1FF6F519403265,16868,249652.0
D83874011C6CE4073DD028506956A4A0,17948,249644.0
56FDB0A6E892F43D15294ECDA9199465,18994,249635.0
922EFFD83A639FEB38CC41E0BB716DB5,16953,249633.0
058236FA63D036C2FAF5EAB7999D1C65,18365,249625.0
CCF1DEA7A204D8F39BADC89DB90E71CF,16589,249621.0
F316A60C911B6155EE0F3BD5C7FD7FD3,17055,249618.0
1D73FA23ECBE1DC4F4E747A8457B37FE,17984,249581.0
914B3E8CD921E1708995D94CE3F90F6B,18130,249580.0
0B593CED4C3F363DD4ED3F745B651CB1,18064,249570.0
46171ECCEEB4EA66098218B44F840823,18561,249568.0
1CF2978577EAB95B50E142540CDCD304,17809,249554.0
4B9649B4861D085E6E61527980F0D26A,15585,249553.0
9F01DA0990CE5185BE8AED650BA38CB8,17502,249552.0
E1690871254B27C490029EE0BAE07274,18038,249552.0
0600AE9A5235AB79982F059775928E08,16399,249552.0
D27A0F1D7A560D03E1D7EE27DE354EBA,16309,249548.0
5803D6EAD49AEAA82063A7DDCE35CD04,18460,249546.0
2EA5D18CAF83A21050F419EED610702D,17701,249543.0
B3FB4B9C7494E6E2DB9CC9CD64B1CB44,15754,249543.0
6F741220AC064E38E87D880E9C5C75CD,16910,249535.0
78EAAE112D9C76E06B6B713D2D99A620,14137,249534.0
FE4EC2CB0AC48EBE26EF3E489B91D941,16613,249533.0
7B08E3F1470250DC951EC734C23B28A8,16937,249533.0
E14C30F769D95779F55DB220486B2E0C,17870,249533.0
327B06B86F8856C3852219DEAFD8E11F,17594,249516.0
940F1C8E2A94C049F796A47E1110C5DA,16792,249514.0
98CE25F479A9E406681CB3E28F6B3C61,18804,249513.0
9469A9FBF25EB36248B2649FC8E31B5F,17068,249498.0
67B1163DDAA3F87A87D830EAEDECA56A,17323,249496.0
707C2345CB6187FCB821561C63635201,16980,249491.0
F58C1EA774C5704970301CD7E3FF689C,17817,249490.0
4CBED68ACF35ED2C41579BD7A0B28F9C,16580,249482.0
A8086538D6FD2C29D0F56360CB8034A8,17162,249465.0
56B2FEF0D0965255753E6F4BB8AAF7A9,18027,249458.0
A8F65901CF567CF9E38CCC6789B051B7,18336,249457.0
15B0974EA0B31CC81E77D5B5F489A2D2,19290,249452.0
2AF58A5DD84CB1BDF128F20C7D7D24B2,18539,249439.0
7BA812A3FE9F443B683C4F01316670AA,17475,249439.0
586E42CBE3010646C06A30F6E1220601,16798,249429.0
59A0C16E586FBDD9CBA755393BC8B279,17230,249428.0
F52CF5075D1550031A1253B95A695FE4,16933,249425.0
7569E6DFAA6173D8322F0F32F5BF66C6,18261,249412.0
F3CA1FE60B980F66EC23BB1789ABD652,19048,249412.0
221F94E1FB935807635C1045866796CC,18006,249401.0
11E75EE1060FC3DD7DCCAC2CB5D8F9C1,18135,249394.0
C959A94EA00651E1243C95251D14E36F,18667,249391.0
D6A13BB72AC96091EF764ABB39C3046E,18049,249386.0
9ABB4C8F2E3AEE534DD122B9DC0EA26A,17987,249377.0
CBA8C449382F10A355CF0D38CBDCB867,18804,249373.0
54A15FF1D5EB514A4C917D21C73B4693,14300,249355.0
62FC4AB8B2CA20BC8032A633CAE01360,16492,249342.0
C2F36DA2D08D1D9663ABC1E353973397,17933,249331.0
CC8C16DEEF00809550D04782DE1CEF5C,17821,249324.0
7A8C3A5950CD492243D9D0B94F842D93,15348,249271.0
42F446F7201220DC777AD91CD1CD5BF1,17641,249270.0
CEEA702622CB0B5A97B4DC528BB47471,14895,249270.0
5494EF5EFDA668F383CE2D5169630EC4,17145,249261.0
970AD0961CA7FEE0140A7D95454149E2,16610,249258.0
EBDBE8B233B60B81CF5C084A2AA295F4,14388,249243.0
CE2D4472EBA01184C220926C6030E0C2,17254,249235.0
A3F3EF299418BDBF113733DFF765739D,15226,249231.0
8598F674FC21BEE23203A26EFB5E6BDC,17347,249221.0
D83BF451B46974F22850BA3DBBA7729E,16700,249213.0
2C2E087DC43A9B8A33D4AFDAD41C6526,16857,249201.0
FEFD48093EC151BA98BFBD7B44D3D394,16447,249199.0
C7376896E2CCE352A299472108E79900,17956,249197.0
E7A5A80619CD9FFF966E4ECF2E4EA224,14431,249192.0
4B9367713B709924C589B9C01B1BE3E2,17032,249182.0
4DC83B013057503607E85BC4BB6581CE,12826,249181.0
E2D3AAB9B9D5C866BD24D932463D8FC5,18018,249163.0
E204DB15721C91CAE98FCBCEA1F06DA5,17801,249152.0
203EB68F08DBA4931F3ABC61BC62E7C3,17073,249140.0
E79712363B74EB213BDE6F8FB1163FB4,17670,249136.0
C647516A7B73EC8105E8DE5494B4CDB9,17632,249134.0
8DDB25C450A4243DFAFB857439BB90E0,18026,249118.0
1C67E4F347266CDF92201363D08960F5,17817,249102.0
268F277C0895BEDD1FF29AFEDFCB8B6B,17961,249101.0
3EB9AA1A358D0E5F93E64956E352CA55,17950,249100.0
ED89DB0ADD066F67C35F4902F1377CD4,16658,249093.0
B63BED223EDC8F38B9E81D0EAEE873BD,18036,249089.0
C6EC85D55BE7FE927DF8784056039341,18703,249075.0
6F05C2D331B2178F3FCEAC56CF0CF753,16894,249074.0
3F1F9B52A1593563EEE8537BA1848587,17926,249072.0
397353341E5B699B4B1A648060B5E18F,17127,249059.0
B88AA0ACAA615EDC44CA83EFD18B4B76,17387,249054.0
F0C30DB188971047162E7EF1D07DB1A5,18332,249051.0
B3B4192518E7D18AE1026A535B10C3CD,17459,249032.0
9499DEEC24A92B47EFD9D4D4CE49C3C9,16983,249024.0
25E6F4366BB2FE32AE402B26192DD96C,17362,249010.0
CBB9AEB67C2053A9E313BFDC3B42C65D,18465,248989.0
EE6A914BE954F4B0F667EF41E212C60E,16483,248987.0
90E74B2C94A8393740DE8E5C53CF9E31,17863,248983.0
B871E0374C3343CFA76F15C62E8F8554,16788,248976.0
B8D1B05DCAD2BF863BAA6A3B777D95D7,18125,248975.0
7E38F1C3F0F08ADE3EDFD4AF8A2C9255,17992,248969.0
4989D5815D9493B7E4F639BD0C47AE53,15936,248962.0
D2CDBA67B19D8D372E9A867F7CB55B80,18028,248961.0
BBC8E66B11E12AEC11BE487CA913D64B,16658,248905.0
A7148C89BDE79BC63200F48E7F2EB7B7,17804,248895.0
C41A7FA97B7C694620442621FC8D8127,16823,248894.0
90494EE35E7675AD3817C252565B2BFA,17692,248894.0
4C3E80DD21B653472121ADEC473759B2,16288,248881.0
312DC6C8447EAC42E46E7C20A9577709,16885,248881.0
CFF1FDD049E5433E6FBCC96EDA9E66A5,15961,248870.0
126008CECAF93AE69F4ABDD31F65844E,16335,248866.0
2B1A06E9228B7278227621EF1B879A1D,17616,248856.0
9C472B52F59D4DEC5A38B02AE02D5C1D,17584,248848.0
12DA6E34137DE7D6567EE960CE7EA137,17687,248829.0
9DA37A0F6BB791516609A8D8B5BC9361,17553,248828.0
0856152BFC50F70F2E220BF94C1DD3B6,15275,248812.0
13BA5A467BEC728B776D0A42CC947118,18117,248800.0
D1B13C1DB63506CBF3FE37BB6EDF8C16,15898,248798.0
EB1AA964B5735CC09BF9CD44A25DF500,16695,248784.0
DC1BD2B0B0BE3A6513F54B8138FD9F6A,18315,248773.0
DE0A07A679250CFD62C6336DD782AEE1,17407,248747.0
31642EC7B1A51589E044284B4901B510,15708,248735.0
47BF1F252F0CE798582074C829523047,17923,248726.0
AE9D6880AEEF221B26DB42824E739223,18405,248719.0
9C1CD5DEE510BD3E1F9345072052CA23,18645,248718.0
D524C6F2D9E024F112AF5332B96C4836,18119,248714.0
2BD6A3A39174D0A00779F2E3BDA94BDB,17137,248714.0
4EB4634B8532E84856255262E774E78B,17714,248712.0
B3BB9F20C0D99EB36801043509F5908D,16295,248685.0
FFC6BE0FC070E78A65F9A0858D10ED63,16026,248685.0
598DA3327936E03A5A34EA51AD4470C0,17708,248675.0
CB86B19E3AAE896309FCD5226B0AEFB5,15177,248671.0
EB038F74ED275F6546A70B40F40A7B30,17161,248668.0
E80572378D6D7AEC9250F604C8042ECE,18461,248661.0
25E9606AF48900CA218BC94A8D6718B2,16803,248654.0
FB3827A1DE764DA796EE21D5243FB845,17634,248653.0
11DE35431DD1EB8FB3C5982F874A34F8,15460,248649.0
6C0AF5938B8368F9B033F9B705F8026B,17567,248623.0
01B3759A03D0D86B2E75686281094832,15494,248610.0
A92B9F3D241070E863F97EED4F4821C7,17702,248610.0
BE5719FDA7E46C7EE93123A45A922A5E,15757,248599.0
187643D6E9EC700239A57247B31975C2,18274,248595.0
0B6B025317E0062D30BDBBAAA0B48785,18161,248595.0
0A83A110AF07D123BD8896AA78619FCD,16813,248589.0
1B35D398E8B17D2668A68AB1795A7D80,16499,248569.0
DB1192AD482DB3AAAC3E6ADE9173B1C6,17801,248569.0
4D3E527682E42F1FACDFBF2D56757AC6,15551,248545.0
868D8EAB14158D949E583285C51D494C,19658,248532.0
192E84FDB668EECAFAA2439FF01162EF,17075,248531.0
4E5B4A6A234CC20DB2BF44E9AD124E39,16693,248518.0
7B32326EAD6ACE4314E0C90ECEF8D291,17591,248494.0
3643AD0E8570F955BC530788BB707543,17599,248471.0
549AC62C959FF82EDDB73FBFE0DCCC82,17003,248470.0
6A6441C416338FF75BAD3A7909388F38,17667,248467.0
BC265F0CC3EEEDF7B385BEB03132E20C,16322,248455.0
2ED2410B2ADD1B21016659CFEE8C0CAA,17051,248455.0
F3B728F3379B8AB008354157A181A302,15218,248446.0
82AE19CA93E2A7CB40531D414B56C389,17303,248443.0
CC2F84E11976D3ADFBD16DE1E2E21263,16069,248436.0
B790E0A1ACCB5E6D0570D0EF44E6537E,15913,248411.0
99CB5768B86773323E658D7182A56D34,14773,248405.0
BC125BFA5E38D68A02521C3E59AC6EE3,18402,248404.0
7F16B2F1EB5824CC82D2329AEDC6FAAC,17592,248390.0
AD150CAA4C22F605BADC49060EC262CF,17286,248387.0
9EFA1C0B0159DD4ABEDE3A4128A15486,17720,248373.0
6C4208CAF90EE4D018D9B9FED1DE9EFA,13525,248358.0
E10884052A69862BA2D077E4F2347738,17919,248352.0
7B7B36D82819A97757814B8FCD4A34DA,18316,248349.0
60D7E17C9137ADBCBCBFD3DE2808BC9A,14447,248343.0
E89DA2CC89242D879652EEBB8D8CBB87,17705,248336.0
B6AA3B5DE51F00063AF020EEC019D52A,17538,248328.0
AF2C612F3086D0608D5C64969B2C60AD,17385,248321.0
972C54ECDF892AB63BF75975779C425E,16533,248310.0
FDFD41B5BA77A1B955CD00D95FA6BA66,17310,248303.0
C9399F6FDCE64A44844ACEB3287765F1,17766,248280.0
DADA84DF10E3ED3CD4B7249B707F1EE0,15511,248280.0
D09ECFFC9D0F3F98685E2E61798FFF61,17127,248275.0
8211BE04462ADE4621B68E1DFEA54754,12831,248275.0
11922D84A5A91EF5F8317AF86C3E43E9,16915,248271.0
E13DE8D369EBDD25476D01246AE86628,14301,248216.0
3F46EDC3E40A4408C2A094E241A37F4D,17040,248209.0
2A233E4FBD87E3B88DC13F5BE79C8545,17767,248206.0
B9930E821ED5CFAA1B109AC6DA3A4770,18543,248204.0
10173154AB7597AAA3B90D7CABE8DD49,16023,248200.0
D225B988186CB582C18391E1FE074B93,17384,248200.0
C4DCE8410A25ADF8A077157DEAA8E9A5,16326,248199.0
71A788D349C8206115457A1574A006A2,17690,248182.0
BFB50E2A29509C8194B47AE5D1451C64,17883,248176.0
04F806B328E449389819D7EF253E2BC3,17633,248171.0
5E7E1986BC9EDDD220BE2D317F11FE22,17276,248157.0
97A12ACC40B7F500B40A311820DCF882,18355,248138.0
C9C39A65C5E6528949FE04CF11B72E80,16713,248136.0
B340AC33AF4E80828E2F3D4F9AD7FCEA,17677,248127.0
E707F2439AABA4204DB570C833F6BF62,17839,248126.0
CBC35EED77D3D24F839028AD62C2E42A,17036,248120.0
9D00F31E2C114E3699A745BC9E7BFCE9,14664,248119.0
150F059AE6614D5B9F243AB82F5359D9,17609,248116.0
A5D125F5550BE7822FC6EE156E37733A,16829,248111.0
C203AFF474B905666AB6161750FA374A,17204,248106.0
4F68041F5553F95AC609D64F63FA709C,18393,248097.0
24F814E3BE6D104DA7857A7842688BF2,14223,248088.0
4BA19608138BFFCCAEC0DEB910D5BFBE,16953,248086.0
3E3BEBF67D52A713C4A29F5A98C6A8C1,17199,248077.0
04E59442A7DDBCE515E33CD355D866E7,17523,248070.0
D02D681622E64A635DFB5975FEEF78B5,18254,248059.0
6C12D440D76764D68EBECC91655D663F,18333,248048.0
A37FD1C20BA52B2F68B8B728850037D6,17033,248047.0
8B9A01ADC114383E300CAE28B4FA3D70,14929,248045.0
BA2E28EC4C10FA42A04131313286A591,15551,248044.0
BCE67E21E58E32E2B043FF9FB108553B,16552,248043.0
8D304A01B4C7ECC0787C3BB3F81E08AF,17473,248041.0
A0B0CBCF79CE29AFDE338A116EC7F9A9,17297,248034.0
BBB169EFB3A6A90674828FE193382F05,16532,248027.0
098A6760B26E8216FEB60CE654A04201,15662,248022.0
87A187485FA9EAD94816502F24D7D9BE,17920,248022.0
6655117D911B4926A8C008DCD92D53E7,17211,248016.0
7181737C1274E597B4C054D185748A62,16176,248014.0
73FD8F46EF0B36C631E15CA952E31375,16267,248011.0
8DE28A055AAE70158E64E40C0A4E832A,15520,248006.0
2AE4FC7CBC79C4F96CB3B9A80D7F4A7C,17404,247973.0
9A2DC9549479B98C2716B3C5C656B18F,17965,247969.0
C54330D11DEA64CD7FA0DEDE25F267F1,17415,247951.0
849D607A9BCCB85A82A78509724D4672,15630,247946.0
F7A12226408C2CD64DFD26140A7880CF,18188,247944.0
B36D470B76BD8F6D720A83D08891754E,17566,247921.0
BBD9036AF1EDDC63EC9BAC03381F0199,16668,247893.0
EFC127C432AB79465586CD7B49FC243D,16182,247891.0
556EAA26F84E375428E772B24017E70E,18708,247888.0
F5E353257C9A1C9CC78E35FC7BD970C2,17565,247854.0
AD2C9971FB78665D47DE715C0EA4BE52,16831,247853.0
BADF5A47F921B31A3993854475D72086,17771,247848.0
863DC70988DF71893BFE6452B48E67CA,16867,247844.0
DA707A2C66E8769A0EC7A2B07D856D93,16379,247826.0
693AB90E275CC6261A3E0F56CE94441C,17213,247815.0
7FFA9CB04343F2B0FEA0D081AB446D14,17631,247809.0
7EA00F02D7FD4A26F786B960796B53D2,17009,247808.0
649F1702D511B0BE3670857FC2163E2B,17758,247805.0
21C5686AD4CE0C9582C570FF4AC03401,13282,247794.0
5CF6B75E4D6521F01A2C55ACDD783A0B,16998,247789.0
DAAB09C2D4354B3C33645931035E7B72,18059,247786.0
ACA8D9C13DF158EDDE9B834A10CF29B1,17761,247784.0
402F9D0572FB6BA987A0BD7A0D256E24,17084,247780.0
23BC6CEDFF7B23E5E98AA465879DFD0F,17226,247770.0
50D4C767D0A087747F3B91C398290CF6,15736,247767.0
8944236472A7D7EC074E7CA9BB7579AF,17662,247744.0
262E47307C21E83C554CBC776F162B6C,18067,247735.0
4B926C5E25429054154F09F4FA5972FE,18283,247735.0
CF206D07BA50CE389E5F7F60C16426BE,17179,247724.0
62C7AF11D78D78C1D962160B87A0C416,17976,247723.0
24A4654986C011AE6980FD9566014EDB,17743,247722.0
E034E36C7B73E53B114B838FED36BEB2,16410,247718.0
3AD3FD1E0FF005C669DC858D5D46707C,17631,247712.0
2318645222299C36C05609FA41C088BC,15494,247712.0
F4C5336906DDE1C0150D2C4EDA5BAD0D,17859,247703.0
F1C63842BC47D1C30A1317560F24FD38,18528,247702.0
150A6327480CBA2F4A6E017BC8862884,16647,247691.0
4D85BA8EC586E2B4A3D63B45F911C1A4,16742,247690.0
D683919B45F5F0CAE9452DD632B2C921,14672,247687.0
036FCBDB6ABA5E1E578FA85E377A454D,17514,247682.0
78662F45DBDE713473DCB7CCB7133A50,17165,247672.0
5C7FDA34C90CE9041A94AFEFC8E2E4A3,17646,247670.0
D4D741DA5F336EDD20C7485D178DAAE3,16467,247668.0
679796958F368740A2BD08C205E1DC53,13742,247666.0
25AFE357A45E874A0079A3E5B1291CE5,17147,247662.0
065C6702271E0D2EC8F00FD2933E7A0D,16333,247661.0
4382E173A0220F454E396D1607457F50,17243,247661.0
8A9B39E0936ABB3D5F7933D187FC6655,16177,247656.0
9C861478E0FC17082E108DDB3B8762DB,17748,247654.0
994F60A787168FFDB4C0F916E2089200,15857,247654.0
171BF6AD2C32D927735A7A5ADB516512,14280,247650.0
83BD668AFDB571C027D4797143F078EF,18229,247647.0
4591B5DD928BB1A9444B706425BECD8F,18485,247645.0
B2A23B78DA7C84A229AF5932A286778C,18205,247643.0
4831383F7FDD5D0DFA715D124BB92BEB,17124,247623.0
B42CEF7A43FA75E8AE7BB1C36D807625,16744,247618.0
7C9029E77E5FCC1E17B549510ED12CD2,17884,247618.0
2F8DBED755222B5737A440EEEE93D1FC,17381,247607.0
170102719BB5B2333662FA384C98BF65,16043,247598.0
036DA9B994361837ADE3FFAD56538D28,18277,247598.0
333D72A3E9C09AD9EFBF79F549EFA67B,16750,247579.0
15127AC6906DA5FD3831803DBEDFEE1B,16772,247573.0
571878C1DE063800B70D5E64FB4CE0DE,17246,247566.0
AD3BC489D59501123051E8FE7C7BAACE,16557,247557.0
F36EA48425A73B1317A741C72340A512,17441,247545.0
7305A52ADD7411480E2A19676BB9ED21,16672,247540.0
7E15A2EF3E2B9E1CDC57447498DF9E74,16039,247531.0
7EF97ABEB5352903E59B345695947B0A,18281,247517.0
5325198A7B4E37A6EA8263A06EA2E1DF,13984,247512.0
C113D368358AF9BB2445283EA697A75F,18259,247506.0
B9B4DEE77F45DD8A9B8360C1EEDFAA34,16630,247503.0
CC9B95F83726C3EE8D8236816E116E7C,16949,247501.0
B0701A4F27BAB7660DD9780FC75B11ED,15528,247500.0
8F7888300ED94F70A1A253325164B994,17778,247497.0
4B729520F0F35F1DA5DE95C689C6073C,17439,247494.0
F0081D9560C07C7B3D1AB2747F59FAEE,18661,247491.0
D5236A965DAAC8B12FC525A6E8ACAF4A,17543,247487.0
406E3AD851DFF6F73D2249148D0E3BDD,16693,247485.0
F6D3816AA5A0C24DE107AC490013796F,15925,247483.0
494E5471942EE464607F54AC3611B493,18070,247473.0
4774662E8949C9CF504004DABB60DCFB,16811,247463.0
7D8A7EB35B626037FF0178C438FDAF23,15835,247435.0
A00F1F577EAFDCAB8D58785771E99F43,17590,247434.0
920E04C4C2A6CF6E611A9737B478BB8C,15661,247432.0
3143B93049F05D60BD77C030A1742068,18003,247417.0
996D02E1006D3E1DDCA55DD858AB81E4,14492,247417.0
8E500317524CF6AA890C0E956475D638,17006,247390.0
A3D15275089AF5ABCEE1D8B8B655815B,17019,247386.0
374ED12B8CD6937E3F1F32E9C9926CEF,18944,247386.0
AF21282BA9ED2DF509FFC0AA48A4A624,16480,247385.0
EDB5E91C82677A3F9B0AD4678DD74FB8,13235,247383.0
1915F718986F9155C76EC37E22834E9F,17588,247374.0
1C73750A0047CB7553C929BE7571A115,17652,247355.0
8C37D696EF09DC967E88A358F9943846,17029,247354.0
3D8A2EFDC4138EBB58052C335E4D2DAA,16787,247345.0
13E047C3E730FE5D985C518A697770F2,15551,247343.0
BEA57E3C09450E4C62EF125E2E67405D,17340,247342.0
A2D6145CF41C08596ADA09360F1F5A36,16449,247323.0
BB1ECFED3574A6B308E4F6D69B1C417B,17850,247310.0
389A20E67D9E24A76DAE17B8A9B92470,17323,247305.0
F14F8B3DC77F2E3E38B69329C002A753,17656,247300.0
4E2662D89DD5241620BF2450F5B60855,16996,247281.0
78D395185468F27CF71786F6CC76447F,18330,247279.0
41EB334B141D7C05D15BF9FC78540415,17225,247273.0
BBA520CCCBCF54BE503F767CCA01DFE7,16277,247265.0
8A9D191A1F25BC5FBE1139914FA78622,17105,247259.0
3B23D798E65E66E9E1D81D07B97B630D,17660,247255.0
C0CAA07BFCD3173CD6F77449104D4A91,17806,247255.0
7997435A067169AB55EF7D77860D1024,15727,247253.0
FD44E1F990E4DD84EAE96C4E58CCF64F,17079,247240.0
0FFA7650C5F44A6EFD3E7534C46A9E8D,15994,247235.0
0B403D63911A6C10C11EB5EBAE1318E2,17809,247225.0
A0ACFA7CB3B1A4EF8D39E76C72C4308D,17471,247225.0
1CEBCC473119F63009AC8DEA612F52E3,17411,247223.0
A9509245EB43F84F2F4DAD81A118E118,18383,247208.0
648BAEA03F1512B665AB48916FF76BCD,16438,247192.0
01D8C877762B42B4F375E1449019CC79,16860,247177.0
964D6D22CA15493BC4579345085B36DF,17521,247154.0
B2D4B3F9BB52D112CBC294855E493999,18700,247140.0
4FD9F16B9D63993965B3E374E216B08B,16916,247118.0
3FB78EBDC95AEDB4C2CDF42175D77EB3,16615,247117.0
3D5414B42C039983E7D638805C33FC34,17352,247098.0
2AA0DD7E41CA5F91D76D51609FC63A85,17949,247069.0
94DD5A5691E5D26DCE34209B23220CF0,16307,247069.0
DA36057B02FD6F1FABD84F9DEC6F3A66,18036,247067.0
BC7BB39BFE3031C1C9460C7A087F1E11,17028,247065.0
D7B7F872E15B08447C190C886333CB70,16574,247059.0
77AABF3A899DF44D66FB2566645E4CE4,17292,247054.0
2BC6AA450C60D4B75AD1E45861AA9808,17459,247040.0
3B7F71E54B129D9993FC726470C76724,17214,247037.0
8B5F45807D8EC24DDFD9A7EDFFAEC138,16559,247026.0
62D10164BC039CC14226C7896252BFC9,16464,247010.0
A8EE7FD7022C9E58BE8F096D347EE0B8,17542,247008.0
438FF269BBBCB9398C1432C656BFE323,17993,247000.0
8E312FD341B01FD1D62EF7514D4C84F7,16876,246995.0
E0975A5EDF7FC0C8EECA3979F61342F8,15308,246978.0
5D1A8B07B5C1CB64E83AA040BB44C917,18400,246970.0
FE047F5FD5B40DABD7330676073F0769,17426,246966.0
7461F7106D33D3A5775F4245724606FD,14029,246965.0
891CF1D6F2E41CDBD84EA229B7092E71,17170,246960.0
5F51FBB48C81546C52B59AD2CE227450,18068,246942.0
492346E04D1D528DBEAEBE7DE823F54E,17641,246939.0
78B64E85F9DDF5D01DE566061BB32EFF,16916,246922.0
319AE2555940BA65DB0749E1DD1FBA0B,16607,246918.0
31854227FBB0CAFB9BDB865C2BACA8FF,17186,246885.0
77CCE64AE698511C238A6563688D8F3F,17556,246880.0
3A144622F70AAA6E33F32E2711C270B6,17254,246876.0
D4FE616E7AA9F444E78B57B48A1625A5,17685,246867.0
3D20EBFF2F4578E0E4F3DA8A2A909379,16048,246855.0
9409531456308578F69EA758905CA4F9,18639,246842.0
F1C90C35E9E616B9F03226E50781DA8B,16731,246841.0
9BA0A7F9E143615D6168F9A8DD42EACF,16808,246837.0
B4D42419A3306166A0C953F5113C95CA,16041,246831.0
14AD6B8FC2DA590467AD1E1752BD8C24,16742,246829.0
5C811E599E288BF360A3168253AE2E75,17382,246816.0
7087C805A6D78913C75F5DD02571D4F4,16491,246811.0
9786E56B89705E96F375715B844D2336,17226,246786.0
0BF730F28AF72C7EA1FEAB63F456EB36,15442,246785.0
B43EEF343ED5B594938EDBD1F6D57B8D,17441,246776.0
E63FB9A6397F26C7CC32816ED2692B51,16757,246759.0
094D94BEEC1960CD432D26A7FFD93114,17385,246754.0
F73480CC6FCF4DC8F4053AA3167295D5,16914,246749.0
B16F7A8DAF231C5905DDEE16EECF9D3E,17888,246742.0
4EFD8127034330FD6660E8A18E7940DF,18310,246718.0
7661E1263B7BC255612CBA9B6C882A30,17439,246710.0
5C8AE52A2262A28A5AA407DAE7A1EB88,16791,246700.0
A9CC55AF6FD894538AE1EDDB268FC7F3,17470,246698.0
3736CFE751814D3E27F937888FFEA553,15998,246696.0
69D73BA00CDCA9A663285637F90E44C5,14941,246693.0
B99683D9C74BEF9AB8ACCE3BFFAF3406,16872,246683.0
72EAFBA3FB9F0507C671AD713A622FB6,17340,246673.0
96153EA9CA463D51C54E1B55FC3927C8,18367,246671.0
C151D367407905EF19BE7ECEF9CCAA22,15955,246660.0
59B3B03F5AF169BF964148647DB39FE6,17784,246655.0
2789D8398CBD60E51BF7D4BC78F3D7A9,16649,246595.0
598786175D56D1C1D005861180CDB59F,17482,246569.0
4EBB3012ED2247BF858619B3CFD66156,16663,246566.0
F3406B1415F08AF0E8F9957BE75759B6,15288,246559.0
8C048F245734ECD2254DCE3579F2B1AA,17226,246550.0
E5BE3F91C4DAFD548D4F268A615C95C5,14558,246544.0
A4FC84D2662D988828DBD26B0948A413,17682,246544.0
CD2922BF699978BB6DEBD8524FD6CD2A,17649,246534.0
53528D75D25F5F8F51F83197EF5E741A,17101,246522.0
56DD5BCBDD7DE1F36A455AA7FAEA7C88,17530,246516.0
720E3681E2193AD9E52FDD4C6C5B98F9,14641,246513.0
A2DA93E5AB28E2D283B373099DB53953,15482,246508.0
F3429E11C09E3F289CB4A1993D747529,15545,246508.0
455375859B7C841ECB99E7401B39EBA5,16696,246505.0
E5D3DA18091EB818620E32F75A350862,18007,246502.0
B615508ED8B9194EE390282543D7B117,16173,246500.0
45DBF075FCEA641BD64E62E3D3EAC417,16310,246497.0
4451D3A1843B997DE775D81C264B6540,17162,246492.0
7698389DD762F3AE589BDA916D1B40D5,16552,246484.0
44B186ACF370E80644A2A479308E69F6,17134,246480.0
2107CB0D63FBA4A97784293223DFEEB6,16674,246476.0
E1258EF6EBE8C3AE1BDEFBB282E8F51E,16025,246476.0
0E29E082BA0DBFBE69F9DDD79AD55D9B,16840,246475.0
848FE234E2518C51264951EE11D19AA3,17779,246473.0
BA7EEFCBD2E59A8F6311F540F960E5B1,12359,246472.0
F605C5086D44454E5D3B0EC7843E631B,17419,246469.0
3B0589840F95D43783A1E99D89AD9383,18166,246464.0
