trip_data_medallion,trip_data_pickup_datetime,trip_data_dropoff_datetime,trip_data_passenger_count,trip_data_trip_time_in_secs,trip_data_trip_distance,trip_data_pickup_longitude,trip_data_pickup_latitude,trip_data_dropoff_longitude,trip_data_dropoff_latitude,trip_fare_fare_amount,trip_fare_payment_type,trip_fare_surcharge,trip_fare_mta_tax,trip_fare_tip_amount,trip_fare_tolls_amount,trip_fare_total_amount
FC6EE21BA8A2FFEF9166FD9F33DAE9B7,2013-01-07 19:27:45,2013-01-07 19:35:07,1,442,1.30,-73.986084,40.730961,-74.005615,40.741158,7.5,CSH,1,0.5,0,0,9
50F66AF7213A5511FDDAEEBB99C04FF4,2013-01-07 15:18:01,2013-01-07 15:26:52,1,531,1.90,-74.006577,40.716549,-74.008148,40.738037,9,CSH,0,0.5,0,0,9.5
649F1702D511B0BE3670857FC2163E2B,2013-01-08 12:53:30,2013-01-08 13:13:13,1,1182,4.30,-73.961685,40.806309,-73.977219,40.758598,17,CSH,0,0.5,0,0,17.5
90494EE35E7675AD3817C252565B2BFA,2013-01-07 20:17:39,2013-01-07 20:24:40,1,420,2.70,-73.961624,40.774433,-73.939308,40.805115,9,CSH,0.5,0.5,0,0,10
7EF97ABEB5352903E59B345695947B0A,2013-01-10 07:52:45,2013-01-10 07:57:22,1,277,.70,-73.979645,40.743919,-73.990051,40.745602,5,CSH,0,0.5,0,0,5.5
B7BE080C8E1602041283DBD3FB0843A3,2013-01-07 15:51:23,2013-01-07 15:55:39,1,255,.80,-73.962578,40.755966,-73.95752,40.764534,5,CSH,0,0.5,0,0,5.5
EEC9C6596BD11B4F213367BEF164ED40,2013-01-07 10:29:44,2013-01-07 10:44:52,1,907,5.40,-74.004883,40.707726,-73.987694,40.756748,18,CSH,0,0.5,0,0,18.5
5242A8B00FA17332C3C912ADDD87BEA2,2013-01-08 00:43:08,2013-01-08 01:00:43,3,1055,5.60,-73.982903,40.702278,-73.98764,40.759644,18.5,CSH,0.5,0.5,0,0,19.5
B3B99C5F40C872CF575293B1F3AA51A7,2013-01-08 05:52:34,2013-01-08 06:04:04,1,690,4.30,-73.913948,40.742805,-73.973877,40.754421,14.5,CSH,0,0.5,0,0,15
268BD5701F799131F125FC66A928C9F8,2013-01-08 08:48:07,2013-01-08 08:52:51,1,283,.60,-73.968399,40.758984,-73.97197,40.765408,5,CSH,0,0.5,0,0,5.5
EC6FB5AA27AB0FE91C176C3CE9D0B75B,2013-01-08 10:50:18,2013-01-08 10:58:49,2,510,1.40,-73.985489,40.759171,-73.97747,40.749058,7.5,CSH,0,0.5,0,0,8
1C0621B8B81EEC5FCCF2B606E90004B0,2013-01-08 14:51:34,2013-01-08 14:57:15,1,341,1.20,-73.990509,40.756245,-73.975487,40.765312,6.5,CSH,0,0.5,0,0,7
DD92AF6B9CDDFD851B39233F61907FFA,2013-01-10 14:06:04,2013-01-10 14:16:49,1,644,2.10,-73.987595,40.77021,-73.961235,40.7761,10,CSH,0,0.5,0,0,10.5
F71106348DA3BDA2E81E8F97D44ACC76,2013-01-07 11:01:04,2013-01-07 11:10:23,2,558,.90,-73.982201,40.748055,-73.974739,40.741821,7.5,CSH,0,0.5,0,0,8
B42FC03D269AA4FBAEC44726DB7E870E,2013-01-07 18:24:06,2013-01-07 18:31:31,1,444,2.30,-73.949043,40.744915,-73.949043,40.744915,8.5,CSH,1,0.5,0,0,10
A735717A4EDABC04E1E1AA28EE0CCA23,2013-01-08 15:48:06,2013-01-08 16:02:36,2,869,2.60,-73.973061,40.780422,-73.98233,40.751156,12,CSH,0,0.5,0,0,12.5
240CF09159B8C1890887FF6D61E812AC,2013-01-08 12:10:43,2013-01-08 12:39:40,1,1737,13.70,-74.016632,40.711288,-73.861877,40.768471,38.5,CSH,0,0.5,0,0,39
A0EB8461EF49D88F2282E4D5C396D8F5,2013-01-10 07:37:32,2013-01-10 07:40:47,1,195,.50,-73.989983,40.75845,-73.982803,40.762383,4.5,CSH,0,0.5,0,0,5
FE19AC771E09280C5FB30EFD02F6F6E7,2013-01-08 16:49:23,2013-01-08 16:54:48,2,325,1.20,-73.967789,40.803123,-73.978867,40.787613,6.5,CSH,1,0.5,0,0,8
A4E61457AA6C9F6B3CB6C956AC917039,2013-01-06 05:09:31,2013-01-06 05:24:20,1,888,5.70,-73.969658,40.750774,-73.959778,40.711109,19,CSH,0.5,0.5,0,0,20
F417583A963A40EC428862D772910E15,2013-01-07 17:20:42,2013-01-07 17:36:05,1,923,2.20,-73.968651,40.770504,-73.992195,40.749107,11.5,CSH,1,0.5,0,0,13
E8BA7FDBD71B93E21B623A2E72A7A8AB,2013-01-07 17:52:27,2013-01-07 18:02:04,1,577,2.30,-73.976357,40.765572,-73.952431,40.784245,9.5,CSH,1,0.5,0,0,11
60E6B4B1B9363382CB95577922675E01,2013-01-08 07:59:43,2013-01-08 08:06:33,1,409,1.00,-73.954636,40.786636,-73.959778,40.773766,6.5,CSH,0,0.5,0,0,7
B55A19E5429545C78F8066C4DD5D9EAB,2013-01-12 05:55:55,2013-01-12 05:58:45,1,170,.90,-73.990311,40.732025,-74.002258,40.740147,5,CSH,0.5,0.5,0,0,6
306220DBC5AA9D8B1F972D6C96713E45,2013-01-07 18:04:49,2013-01-07 18:09:03,1,253,.50,-73.986137,40.757652,-73.990562,40.751396,4.5,CSH,1,0.5,0,0,6
8FA692C64F0A5753B9584A84AF74A2F0,2013-01-08 18:44:31,2013-01-08 18:48:20,1,228,.30,-73.982239,40.77919,-73.986214,40.777786,4.5,CSH,1,0.5,0,0,6
3972D9C57B4C153AD6687BD854A58FA7,2013-01-08 17:09:24,2013-01-08 17:28:50,1,1166,4.00,-73.98761,40.719883,-73.988647,40.693619,15.5,CSH,1,0.5,0,0,17
56D2B1B9E9E3F5228F6B149368B1C1F0,2013-01-07 16:23:15,2013-01-07 16:36:23,1,788,6.20,-73.969238,40.758495,-74.015747,40.706345,19,CSH,1,0.5,0,0,20.5
1774B856FA593F0EC11FBB94727FBF5F,2013-07-31 19:13:00,2013-07-31 19:19:00,1,360,.94,-73.977707,40.751564,-73.985649,40.75079,5.5,CSH,1,0.5,0,0,7
8F26F4F3008E69F65A0E2165AF9E48E3,2013-07-31 19:07:00,2013-07-31 19:17:00,6,600,.72,-73.870705,40.773659,-73.977615,40.754063,7.5,CSH,1,0.5,0,0,9
01437B898F3B5BBAD69CCD7AE45032D7,2013-07-31 18:46:00,2013-07-31 18:53:00,3,420,.90,-73.973755,40.743168,-73.981964,40.748398,6,CSH,1,0.5,0,0,7.5
53465BE6638B75A1C3FFBB6DB93E1041,2013-07-31 21:24:00,2013-07-31 21:40:00,1,960,3.27,-73.992821,40.742764,-73.9589,40.772411,13.5,CSH,0.5,0.5,0,0,14.5
BB5B8586363E8796B1C3E3B8AB323439,2013-07-31 21:08:00,2013-07-31 21:19:00,1,660,1.88,-73.976913,40.747738,-73.983673,40.765285,9.5,CRD,0.5,0.5,2,0,12.5
D51A5AB5A14F8C3D0E8BD2A89696B616,2013-07-31 21:16:00,2013-07-31 21:23:00,1,420,1.37,-73.97596,40.751415,-73.990685,40.740227,7,CSH,0.5,0.5,0,0,8
825E0A94817E0637210C06C0AAF8CBDF,2013-07-31 20:01:00,2013-07-31 20:19:00,1,1080,4.83,-73.99485,40.720612,-73.980438,40.7747,17,CRD,0.5,0.5,3.5,0,21.5
315AF11A9133B55094267549FC7F20AF,2013-07-31 20:02:00,2013-07-31 20:07:00,1,300,1.07,-73.990936,40.72805,-73.98233,40.741772,6,CSH,0.5,0.5,0,0,7
433FE01DBA21B754449E4D3A42F0542A,2013-07-31 19:40:00,2013-07-31 19:49:00,1,540,1.20,-73.991524,40.74976,-73.9785,40.752312,8,CSH,1,0.5,0,0,9.5
581F7B53AA300DE1B19CF065C420941E,2013-07-31 20:01:00,2013-07-31 20:08:00,1,420,1.76,-73.972076,40.782223,-73.960136,40.766052,8,CSH,0.5,0.5,0,0,9
08099C118772D01BBA1C3F486BD8AF1E,2013-07-31 20:15:00,2013-07-31 20:22:00,1,420,1.29,-73.952454,40.768597,-73.987846,40.743744,7,CSH,0.5,0.5,0,0,8
993587F9481E2CD34D809D20F17F7827,2013-07-31 19:21:00,2013-07-31 19:37:00,1,960,6.46,-73.996651,40.661697,-73.952988,40.714531,21,CRD,1,0.5,4.4,0,26.9
D893510D21B7016C54063000ED7395A2,2013-07-31 20:28:00,2013-07-31 20:46:00,1,1080,10.01,-73.863235,40.76947,-73.986702,40.715862,28,CRD,0.5,0.5,5.8,0,34.8
99E6F5E93B334F4AB7194D7F06DA46C0,2013-07-31 19:19:00,2013-07-31 19:25:00,2,360,.70,-73.987244,40.753418,-73.986359,40.759075,5.5,CSH,1,0.5,0,0,7
F2751CE89ED7E006D8E9C243FC31D01C,2013-07-31 21:15:00,2013-07-31 21:24:00,1,540,2.16,-73.97818,40.763721,-73.984856,40.739491,8.5,CRD,0.5,0.5,1.5,0,11
CEABFF0193174D655262201BABBADEF0,2013-07-31 19:23:00,2013-07-31 19:38:00,1,900,1.59,-73.970001,40.752903,-73.990921,40.750622,11,CSH,1,0.5,0,0,12.5
5BBE5DAFEA2C2194F7EB447A0BD3EF91,2013-07-31 21:02:00,2013-07-31 21:23:00,2,1260,3.99,-73.975815,40.756252,-74.000404,40.718266,16.5,CRD,0.5,0.5,1.5,0,19
A0AFE6B722F15B7A0FDFEEA954BE316A,2013-07-31 17:14:00,2013-07-31 17:56:00,1,2520,3.12,-74.00705,40.734638,-73.979378,40.766991,24.5,CRD,1,0.5,5.1,0,31.1
92D7FF81CD37D82452D61218041CF280,2013-07-31 21:20:00,2013-07-31 21:28:00,2,480,1.05,-73.955536,40.772476,-73.980774,40.767651,7,CRD,0.5,0.5,1.5,0,9.5
DF8C5E6176BFDCCF64BB2E79DAEE397B,2013-07-31 20:10:00,2013-07-31 20:32:00,1,1320,6.26,-74.006744,40.703838,-73.999344,40.688648,20.5,CRD,0.5,0.5,4.2,0,25.7
6CFD61654563575D5E5291CF91D2D491,2013-07-31 21:14:00,2013-07-31 21:22:00,2,480,1.18,-73.988861,40.763531,-73.980553,40.753529,7.5,CRD,0.5,0.5,1.6,0,10.1
4B729520F0F35F1DA5DE95C689C6073C,2013-07-31 22:07:00,2013-07-31 22:17:00,4,600,1.98,-73.98172,40.779644,-73.971634,40.758801,9.5,CSH,0.5,0.5,0,0,10.5
B3BB9F20C0D99EB36801043509F5908D,2013-07-31 22:11:00,2013-07-31 22:24:00,1,780,3.02,-73.956703,40.716835,-73.949684,40.678642,12,CRD,0.5,0.5,2.5,0,15.5
F605C5086D44454E5D3B0EC7843E631B,2013-07-31 21:43:00,2013-07-31 21:56:00,5,780,2.91,-73.991714,40.729702,-73.981049,40.760826,12,CSH,0.5,0.5,0,0,13
071B3140782E2405C82C1E1CDB44FF6F,2013-07-31 21:25:00,2013-07-31 21:30:00,5,300,.73,-74.003845,40.723927,-74.008888,40.728901,5.5,CRD,0.5,0.5,1,0,7.5
CDAB5D7AF748CD3D5A53EDCC5F9BCC04,2013-07-31 21:46:00,2013-07-31 21:57:00,1,660,4.04,-73.966476,40.758202,-73.987785,40.716335,13.5,CRD,0.5,0.5,2.8,0,17.3
310E88399517210AB0EB12CC09E9CD6C,2013-07-31 20:25:00,2013-07-31 20:35:00,2,600,3.05,-74.000679,40.735916,-73.977715,40.783932,11,CRD,0.5,0.5,2,0,14
636BB0FC3A383926A1A3AC091F72AD41,2013-07-31 17:56:00,2013-07-31 18:10:00,1,840,2.08,-73.95385,40.779102,-73.96933,40.764423,11.5,CRD,1,0.5,2,0,15
F2473333B4960A27F0E5AD82AF09839A,2013-07-31 20:15:00,2013-07-31 20:24:00,1,540,1.44,-73.985313,40.758415,-73.966957,40.761623,8,CSH,0.5,0.5,0,0,9
B16822F8529756824B2F47B60D0521C0,2013-07-31 20:42:00,2013-07-31 20:57:00,1,900,3.51,-73.997253,40.719593,-73.976006,40.680267,14.5,CSH,0.5,0.5,0,0,15.5
DE3088FF5F18BF3EF934BBF73A88BFD6,2013-07-31 20:23:00,2013-07-31 20:36:00,1,780,2.99,-73.966156,40.767857,-73.991623,40.73151,12.5,CRD,0.5,0.5,3.25,0,16.75
9406D2C34715E1DA10AD4D4DDADF4DA5,2013-07-31 22:22:00,2013-07-31 22:28:00,2,360,1.63,-73.986603,40.776852,-73.997467,40.757156,7,CSH,0.5,0.5,0,0,8
29F2375C358FA636C27DB13C9854F68B,2013-07-31 20:06:00,2013-07-31 20:19:00,5,780,5.74,-74.006844,40.705662,-73.964172,40.756527,17.5,CSH,0.5,0.5,0,0,18.5
E2D6C0CAB2A29F2E573545E3AC508A32,2013-07-31 19:54:00,2013-07-31 19:56:00,2,120,.39,-73.965065,40.759502,-73.968315,40.755138,3.5,CSH,1,0.5,0,0,5
94E1982CFB4153A2359F30D49EAC99DE,2013-07-31 21:30:00,2013-07-31 21:35:00,6,300,.94,-73.9879,40.741661,-73.978294,40.751835,5.5,CSH,0.5,0.5,0,0,6.5
C2E2C24C7DA4DC370CFEB8EDBDCCE731,2013-07-31 21:42:00,2013-07-31 21:50:00,4,480,1.08,-73.968155,40.758945,-73.982285,40.757504,7,CSH,0.5,0.5,0,0,8
B48B1375CD301CADFC4AA5208B5C157C,2013-07-31 21:11:00,2013-07-31 21:28:00,1,1020,3.99,-74.001465,40.715939,-73.963417,40.757481,15.5,CRD,0.5,0.5,3.2,0,19.7
2905ABD21DF99EA5B9741EA063266632,2013-07-31 22:01:00,2013-07-31 22:27:00,1,1560,8.32,-73.988373,40.755268,-73.993805,40.661533,27,CRD,0.5,0.5,5.5,5.33,38.83
F49C278E31F8B20D8FC85DB014A1EF43,2013-07-31 22:01:00,2013-07-31 22:28:00,1,1620,8.69,-73.972122,40.760288,-73.980766,40.676521,28,CRD,0.5,0.5,5.7,0,34.7
A99918E1871ECEA0A88DB70ACFFCED4E,2013-07-31 21:27:00,2013-07-31 21:37:00,1,600,1.32,-73.985825,40.761696,-73.965141,40.755905,7.5,CSH,0.5,0.5,0,0,8.5
A2B2E4DC64E3B3B9F8DCEF7551A38BEC,2013-07-31 21:33:00,2013-07-31 21:38:00,1,300,1.18,-73.981903,40.773106,-73.964958,40.769241,6,CSH,0.5,0.5,0,0,7
CE6D3C4070FA246E2E1742910FC435EB,2013-07-31 22:43:00,2013-07-31 22:52:00,1,540,3.13,-74.011734,40.72155,-73.991196,40.755741,11,CSH,0.5,0.5,0,0,12
150C6FAFC492F855EB78C13224D0A3D2,2013-07-31 22:25:00,2013-07-31 22:54:00,1,1740,3.17,-73.9823,40.742603,-73.952431,40.7756,20,CRD,0.5,0.5,4.1,0,25.1
E161F8E32EBDC99A81792AF72DA9B620,2013-07-31 22:25:00,2013-07-31 23:00:00,1,2100,14.25,-73.985832,40.752121,-73.957275,40.613682,42.5,CRD,0.5,0.5,8.6,0,52.1
8A91C18433017E113E3117C202641E5B,2013-07-31 20:57:00,2013-07-31 21:03:00,1,360,.85,-73.983177,40.757103,-73.984444,40.748608,5.5,CSH,0.5,0.5,0,0,6.5
4BF450D978F43B854EC87144675CAE81,2013-07-31 20:50:00,2013-07-31 21:03:00,1,780,5.39,-73.981277,40.746777,-74.006905,40.705257,17,CRD,0.5,0.5,3.5,0,21.5
F9F739CDFADFB72EF5AB5FC7FBEEA027,2013-07-31 22:55:00,2013-07-31 23:09:00,6,840,4.05,-74.00396,40.725636,-73.941505,40.711811,15,CRD,0.5,0.5,3.1,0,19.1
470121151A8F4215E4EC61EBA89E368B,2013-07-31 21:39:00,2013-07-31 21:53:00,1,840,3.01,-73.969727,40.756592,-74.000107,40.737923,12.5,CRD,0.5,0.5,3.9,0,17.4
FD24C4576969EC3950EC1ABCE40613C0,2013-07-31 21:27:00,2013-07-31 21:35:00,1,480,2.42,-73.995171,40.755039,-74.010864,40.729156,9.5,CRD,0.5,0.5,2,0,12.5
CE18A060D58A508FE1D9444CD8EAB3E8,2013-07-31 20:26:00,2013-07-31 20:33:00,3,420,2.56,-73.989868,40.733501,-73.955528,40.775288,9,CRD,0.5,0.5,1.9,0,11.9
FB3F9ACCEB8FF83584DC597A71C39130,2013-07-31 22:14:00,2013-07-31 22:36:00,1,1320,6.07,-73.97921,40.753479,-73.901939,40.741394,21.5,CRD,0.5,0.5,4.4,0,26.9
8E1D3F890D507E2E7B7D16C081DD4169,2013-07-31 20:53:00,2013-07-31 20:58:00,2,300,1.59,-73.98687,40.733921,-73.971649,40.751469,6.5,CRD,0.5,0.5,1.5,0,9
11B683D81211E96F472173C69D4632D6,2013-07-31 23:59:00,2013-08-01 00:25:00,1,1560,8.22,-73.993149,40.722889,-73.957207,40.801613,27.5,CRD,0.5,0.5,5.6,0,34.1
443668D5FC95733983627585D1233DA8,2013-07-31 20:59:00,2013-07-31 21:08:00,1,540,2.57,-73.971367,40.758003,-73.954399,40.787426,9.5,CRD,0.5,0.5,2,0,12.5
FA9E9117D49CFD3FAEF688AE00787058,2013-07-31 21:29:00,2013-07-31 21:41:00,1,720,3.12,-74.006264,40.706409,-73.989243,40.747795,12,CRD,0.5,0.5,2.6,0,15.6
3854F977F46134B0D0A5F86E4FE6A02A,2013-07-31 23:08:00,2013-07-31 23:36:00,1,1680,13.32,-73.986015,40.759666,-73.8769,40.873592,38.5,CRD,0.5,0.5,9.75,0,49.25
266797BE9B3F55D6DA6BB7FCC5156DD2,2013-07-31 22:54:00,2013-07-31 23:10:00,1,960,4.46,-73.960991,40.777843,-74.003441,40.738163,15.5,CRD,0.5,0.5,1.5,0,18
45D173020DFC572685886B5EF768FE4D,2013-07-31 22:30:00,2013-07-31 22:36:00,2,360,1.14,-73.983147,40.77161,-73.994614,40.760174,6,CSH,0.5,0.5,0,0,7
5994F7F636E60D4C5963CD25B0B5F457,2013-07-31 23:35:00,2013-07-31 23:44:00,1,540,2.02,-73.968842,40.786125,-73.965591,40.765774,9,CRD,0.5,0.5,0,0,10
E78A6A9B856A91C5E62622B9C73ADEF8,2013-07-31 23:18:00,2013-07-31 23:38:00,2,1200,8.10,-73.782143,40.644661,-73.892708,40.667362,24,CRD,0.5,0.5,0,0,25
AE4C870C6F0D57E3C9E1BBB8841DB28A,2013-07-31 22:27:00,2013-07-31 22:43:00,5,960,2.88,-73.993301,40.736641,-73.963646,40.792988,12.5,CSH,0.5,0.5,0,0,13.5
12B46A3AAAEAD50862647CDDCC705479,2013-07-31 22:10:00,2013-07-31 22:15:00,3,300,1.49,-74.003853,40.748638,-73.994179,40.735832,6.5,CRD,0.5,0.5,1,0,8.5
2B1EB5FB4E0BC41331727E314E45550F,2013-07-31 23:03:00,2013-07-31 23:12:00,5,540,1.40,-73.983849,40.762451,-73.993111,40.745502,8,CSH,0.5,0.5,0,0,9
A2E746DC18197E84D6628E60D6FFA66E,2013-07-31 23:51:00,2013-08-01 00:10:00,5,1140,3.54,-73.971153,40.751186,-74.007561,40.740868,15.5,CSH,0.5,0.5,0,0,16.5
5E7E1986BC9EDDD220BE2D317F11FE22,2013-07-31 22:33:00,2013-07-31 22:45:00,1,720,3.10,-74.002419,40.726467,-73.968742,40.750854,12,CRD,0.5,0.5,2.5,0,15.5
C72C140F3B265A08BA525AD4586D40DB,2013-07-31 22:47:00,2013-07-31 23:20:00,5,1980,15.19,-74.009239,40.710903,-73.871201,40.84008,44.5,CRD,0.5,0.5,11.25,0,56.75
E8AA932509F7FC035FD2E2B3C0279FCA,2013-07-31 23:54:00,2013-07-31 23:59:00,1,300,1.07,-74.009293,40.714775,-73.993889,40.713879,6,CRD,0.5,0.5,1,0,8
FDBBD26BE134E0557CB277EFDFC8BC0F,2013-07-31 22:40:00,2013-07-31 22:54:00,1,840,4.89,-73.987556,40.732964,-74.016617,40.707508,16.5,CRD,0.5,0.5,2.5,0,20
3DE65D588DBB63A9419A8887CEF0CA26,2013-07-31 23:14:00,2013-07-31 23:22:00,1,480,2.15,-73.99247,40.753372,-73.974182,40.779781,9,CRD,0.5,0.5,1.9,0,11.9
4451D3A1843B997DE775D81C264B6540,2013-07-31 22:42:00,2013-07-31 22:49:00,1,420,1.52,-74.006355,40.708199,-73.989861,40.719875,7.5,CRD,0.5,0.5,1.6,0,10.1
E000DFF5C90A0C30CD24FB8D0F2092C5,2013-07-31 22:43:00,2013-07-31 22:57:00,1,840,1.59,-73.996567,40.719059,-73.990822,40.736332,10,CSH,0.5,0.5,0,0,11
5885E361A609F4E1B79284C447EF757F,2013-07-31 21:33:00,2013-07-31 21:41:00,1,480,1.86,-73.982887,40.766823,-73.981087,40.74791,8.5,CRD,0.5,0.5,1.5,0,11
ED7DC47322F3BA79FCBF3CEC7844FB1F,2013-07-31 22:37:00,2013-07-31 22:45:00,3,480,2.32,-73.980759,40.78294,-73.977959,40.755909,9,CRD,0.5,0.5,1.9,0,11.9
70AA950A75939F5EE07944714995DFDD,2013-07-31 23:42:00,2013-07-31 23:58:00,5,960,2.91,-73.979469,40.755013,-73.988914,40.722683,13,CRD,0.5,0.5,2.7,0,16.7
F2773B3D7BC9C2A18B942644F43DD33D,2013-07-31 22:50:00,2013-07-31 23:05:00,1,900,6.75,-74.007568,40.712646,-73.947762,40.771172,21,CRD,0.5,0.5,3.5,0,25.5
6DFFB181BDDA9971FD2BBC638B4BBD4B,2013-07-31 23:01:00,2013-07-31 23:29:00,1,1680,6.67,-73.973907,40.764271,-73.964996,40.758297,25,CSH,0.5,0.5,0,0,26
ECB75914CD98F55C2F4152CE68334747,2013-07-31 22:58:00,2013-07-31 23:03:00,3,300,1.17,-73.98864,40.764053,-73.990341,40.751305,6,CSH,0.5,0.5,0,0,7
06EA2430B52B18E8C03A7EF59C487146,2013-07-31 22:49:00,2013-07-31 23:06:00,1,1020,3.69,-73.987755,40.724316,-73.969215,40.689697,15,CRD,0.5,0.5,4.65,0,20.65
A1436A9F8F71EADB5A927E6E01D58408,2013-07-31 23:27:00,2013-07-31 23:42:00,1,900,2.46,-73.976875,40.746052,-74.007401,40.733311,12,CSH,0.5,0.5,0,0,13
942A9CC219BD7E3FF6E2830C12B54051,2013-07-01 01:15:00,2013-07-01 01:49:00,2,2040,11.57,-73.94355,40.696041,-73.933975,40.795349,37.5,CRD,0.5,0.5,0,0,38.5
AB5964E59B2458472E68FF8904D35B6A,2013-07-31 22:53:00,2013-07-31 22:59:00,5,360,1.43,-73.978027,40.764999,-73.960266,40.769573,6.5,CRD,0.5,0.5,1.5,0,9
8CD993E79B07D1700204DA643D611AFB,2013-07-01 00:55:00,2013-07-01 01:26:00,1,1860,11.98,-73.790222,40.647034,-73.966026,40.64959,37.5,CSH,0.5,0.5,0,0,38.5
EE3F7A660F4A6973335FB8A171440069,2013-07-01 01:08:00,2013-07-01 01:28:00,5,1200,8.74,-73.982605,40.771473,-74.012314,40.707832,27,CSH,0.5,0.5,0,0,28
7A3E5F967B2D11A6BDA7884C5C49FC85,2013-05-15 12:20:00,2013-05-15 12:29:00,1,540,1.12,-73.978317,40.748016,-73.992462,40.742252,7.5,CRD,0,0.5,1.88,0,9.88
6E2BE266388543BEBD9DAE67DE2EF745,2013-05-15 12:13:00,2013-05-15 12:27:00,1,840,1.31,0,0,0,0,9.5,CSH,0,0.5,0,0,10
CEABFF0193174D655262201BABBADEF0,2013-05-15 11:27:00,2013-05-15 11:56:00,1,1740,4.55,-74.008095,40.707809,-73.97242,40.758862,21,CSH,0,0.5,0,0,21.5
B9914F497714FE9BB289E3B497D36A58,2013-05-15 10:37:00,2013-05-15 11:16:00,2,2340,10.11,-73.862823,40.768925,-73.978104,40.764885,36,CSH,0,0.5,0,5.33,41.83
F3E7BC127C4B9D729A336B6E7C2288E4,2013-05-15 13:45:00,2013-05-15 14:02:00,5,1020,3.28,-73.963478,40.771423,-73.964073,40.805637,14.5,CRD,0,0.5,2,0,17
73D45B93405C57A5A7D53716873D2749,2013-05-15 13:05:00,2013-05-15 13:31:00,1,1560,2.54,-73.994743,40.725819,-73.976425,40.757816,17,CRD,0,0.5,3.4,0,20.9
2975CBB91B556B340AAD6414B11E0E6E,2013-05-15 14:25:00,2013-05-15 14:28:00,1,180,.70,-73.981361,40.780975,-73.9879,40.774872,5,CRD,0,0.5,1,0,6.5
095FB08B5C968BC1BFA396E4A297741D,2013-05-15 14:14:00,2013-05-15 14:25:00,1,660,1.11,-73.987106,40.720673,-73.991737,40.729488,8.5,CRD,0,0.5,1.7,0,10.7
948AD9E7AFEE6E04E8A778EFE992F4E8,2013-05-15 15:18:00,2013-05-15 15:38:00,2,1200,1.35,-73.976021,40.763783,-73.982521,40.756435,13,CSH,0,0.5,0,0,13.5
D3AB14B3E148119A5473DBC46F1B18A8,2013-05-15 13:59:00,2013-05-15 14:16:00,1,1020,.69,-73.971451,40.757233,-74.013916,40.714695,21.5,CRD,0,0.5,4.3,0,26.3
0CBA62067A3351DD226B5FFE9FAC5E91,2013-05-15 14:01:00,2013-05-15 14:29:00,2,1680,4.84,-73.994598,40.726067,-73.972031,40.781719,21,CRD,0,0.5,4,0,25.5
B8349AD63A5C9E467EEB8F40F1C6414F,2013-05-15 14:58:00,2013-05-15 15:04:00,1,360,.97,-73.863152,40.830318,-73.853828,40.822681,6.5,CSH,0,0.5,0,0,7
6B6565187F637156C0C213ACAEE8511E,2013-05-15 08:55:00,2013-05-15 09:14:00,1,1140,2.72,-73.993393,40.727436,-73.971436,40.760563,13.5,CRD,0,0.5,1.25,0,15.25
1AFFF760C6928738C60B0AAC2415018C,2013-05-15 11:56:00,2013-05-15 12:21:00,6,1500,3.39,-73.99427,40.728786,-73.96125,40.763111,17,CRD,0,0.5,4.25,0,21.75
EA085348A7A10BD01211AA266FA8EA40,2013-05-15 14:24:00,2013-05-15 15:17:00,2,3180,17.68,-73.78804,40.641602,-73.97184,40.75687,52,CSH,0,0.5,0,5.33,57.83
A6D866B8A80EE29B7E755A733D704D0C,2013-05-15 12:29:00,2013-05-15 12:36:00,6,420,.77,-73.981415,40.74411,-73.989799,40.739212,6.5,CSH,0,0.5,0,0,7
4451D3A1843B997DE775D81C264B6540,2013-05-15 16:09:00,2013-05-15 16:23:00,1,840,1.67,-73.967842,40.771381,-73.969765,40.753136,10.5,CSH,1,0.5,0,0,12
1903ADA2663AF541DCCE073E40938E05,2013-05-15 14:03:00,2013-05-15 14:20:00,3,1020,3.11,0,0,0,0,14.5,CRD,0,0.5,2.9,0,17.9
FD03665F488E0170C2AFEA00A6099047,2013-05-15 15:30:00,2013-05-15 15:47:00,1,1020,2.05,40.7243,-74.004616,40.7551,-73.968994,12,CRD,0,0.5,2.4,0,14.9
6D06EF60B43138CABD0E18107DFF741E,2013-05-15 17:16:00,2013-05-15 17:18:00,1,120,.71,-73.944794,40.779297,-73.951149,40.770325,4.5,CRD,1,0.5,1.1,0,7.1
3DE84BF8B00EB789CAFD1BD6903A52F4,2013-05-15 15:07:00,2013-05-15 15:17:00,1,600,1.14,-73.980606,40.748493,-73.975525,40.759846,8,CRD,0,0.5,1.5,0,10
9C34910D26A3CBBC48D309CEA303A1B7,2013-05-15 14:57:00,2013-05-15 15:12:00,5,900,1.94,-73.988045,40.738701,-74.003433,40.715881,11,CRD,0,0.5,2.2,0,13.7
2452625B6740985577C65E0511A780A7,2013-05-15 13:59:00,2013-05-15 14:54:00,1,3300,19.91,-73.792664,40.644886,-73.961899,40.768238,52,CSH,0,0.5,0,5.33,57.83
B58E6401091C7B660A2E408620D28D63,2013-05-15 16:02:00,2013-05-15 16:23:00,5,1260,3.10,40.763378,-73.973877,40.775486,-73.950127,16,CSH,1,0.5,0,0,17.5
D563F5CC514A8754150214749DC69373,2013-05-15 15:43:00,2013-05-15 15:47:00,1,240,.61,-73.95977,40.776947,-73.966103,40.771217,4.5,CSH,0,0.5,0,0,5
